property_id,property_type,country,city,street,building_number,square_footage,number_of_bedrooms,number_of_bathrooms,year_built
1633,Studio,Singapore,Jacobview,Mallory Green,0652,14466,2,5,2000
1634,Townhouse,Guam,Parrishmouth,Jacobson Wells,189,9693,2,5,2013
1635,Studio,Brunei Darussalam,East Karenstad,Pamela Plain,16268,12686,4,5,2001
1636,Condo,Slovenia,Port Victorialand,Morse Locks,93391,8016,1,10,2011
1637,Condo,Jersey,South Charlesfurt,Brian Expressway,82493,2740,8,8,2020
1638,Loft,Congo,East Stevenchester,Kyle Forks,5865,18538,4,10,2005
1639,House,Saint Helena,Lake Katelyn,Gary Isle,00690,7615,5,6,2022
1640,Penthouse,Zambia,Wrightchester,Sabrina Cove,02090,5088,6,6,2012
1641,Condo,Sudan,New Jasonville,Austin Prairie,5096,9059,7,1,2022
1642,Duplex,Bulgaria,West Alyssa,Briana Keys,01785,13069,10,3,2016
1643,Duplex,Palestinian Territory,Ericton,Michelle Village,41858,8915,3,7,2002
1644,House,Italy,Liuberg,Cody Extension,8402,13693,7,3,2008
1645,House,United States of America,Jonesside,Kathryn Ford,66381,6418,1,8,2023
1646,House,Tokelau,Donaldside,Andrea Orchard,466,3011,4,3,2023
1647,Loft,Philippines,Lake Rebeccatown,Amanda Throughway,7436,2003,3,5,2000
1648,Apartment,France,Johnsonview,Jackson Hollow,3184,3513,10,1,2019
1649,House,Pitcairn Islands,Wardfurt,Thomas Trace,88476,10565,3,5,2002
1650,Condo,Kyrgyz Republic,Port Markhaven,Jackson Lodge,11732,18603,8,4,2017
1651,Cottage,Georgia,Richardsonshire,Sheryl Valleys,883,10799,7,2,2019
1652,Penthouse,Egypt,West Desiree,Jimmy Manors,812,18949,6,2,2002
1653,Cottage,Djibouti,West Elizabethside,White Mills,89776,14602,4,6,2011
1654,Cottage,Honduras,West Derekview,Nguyen Court,2069,7393,9,4,2004
1655,Duplex,Liberia,North Joseph,Cooper Court,6157,11803,1,3,2003
1656,Penthouse,Montenegro,Amandaton,Johnson Mountain,3000,12774,3,9,2014
1657,Loft,Spain,Lake Jesse,Edwards View,6932,8614,4,2,2015
1658,Townhouse,Heard Island and McDonald Islands,Port Jessicaborough,Jacqueline Cliffs,971,17954,8,4,2020
1659,Duplex,Cyprus,South Michelle,Montgomery Passage,35504,2716,2,9,2015
1660,Duplex,Afghanistan,Danielville,Patricia Drives,52166,9357,8,8,2017
1661,Apartment,United States Virgin Islands,Port Christopherton,Martinez Ramp,50056,9599,7,6,2022
1662,Cottage,Bouvet Island (Bouvetoya),West Paul,Amber Mews,36714,13625,9,2,2009
1663,Studio,Bosnia and Herzegovina,Davidberg,Haley Mountains,63048,10055,6,1,2010
1664,House,Dominica,Michelefort,Bradley Lights,9244,14442,9,6,2020
1665,Condo,Samoa,Port Deborah,Justin Square,7993,6012,4,7,2016
1666,Townhouse,Azerbaijan,Jessicabury,Edwin Radial,12386,6378,2,2,2021
1667,Duplex,Swaziland,Kathleenview,Flores Corners,07239,8165,1,6,2016
1668,Apartment,Kazakhstan,West Michael,Wilson Turnpike,088,19841,4,9,2009
1669,Townhouse,Australia,Mitchellfurt,Ricardo Place,2203,2369,10,4,2009
1670,Apartment,Pakistan,West Rebeccachester,Jason Knolls,607,4582,10,1,2000
1671,Condo,Kyrgyz Republic,Craigfurt,Matthew Light,10253,10849,10,1,2017
1672,Condo,Norway,Port Donnaland,Deanna Forest,565,6880,6,4,2014
1673,Townhouse,Namibia,Johnsontown,Todd Keys,625,14651,7,2,2011
1674,Loft,Congo,Nolanfort,Brooks Alley,269,6602,1,9,2004
1675,Cottage,Slovenia,South Brady,Thornton Field,21898,8691,3,4,2020
1676,House,Malta,West Alexanderville,Christina Mews,70328,9455,4,8,2010
1677,Townhouse,Singapore,New Crystalside,Acosta Walk,5036,19615,4,9,2018
1678,Cottage,Paraguay,Connorbury,Joshua Crossing,234,2243,9,8,2001
1679,Condo,San Marino,Robinsonberg,Paige Haven,2359,14040,1,6,2004
1680,Loft,San Marino,Danielstad,Rodriguez Expressway,4566,16581,10,8,2020
1681,Villa,Thailand,Brentburgh,Kristy Extensions,5833,2915,1,6,2004
1682,Apartment,Italy,Brittanytown,Paul Inlet,660,15340,6,9,2011
1683,Condo,Liechtenstein,Hopkinsside,Bradley Tunnel,777,17550,7,2,2015
1684,Duplex,Cambodia,Meganfort,Thomas Forest,78223,16076,3,4,2000
1685,House,Hong Kong,South Cheryl,Nancy Court,702,4991,6,4,2020
1686,Duplex,Saint Kitts and Nevis,New Theresa,Brittney Burg,3801,2330,3,10,2022
1687,House,Kyrgyz Republic,North Christopherview,Mitchell Locks,0126,4604,5,7,2002
1688,Apartment,Puerto Rico,Lopezton,Cook Island,5122,13403,9,1,2018
1689,Studio,Sierra Leone,Feliciaside,Robinson Ports,939,13424,1,2,2005
1690,Cottage,Saint Helena,Port Nicoleshire,Ross Tunnel,947,10841,2,6,2000
1691,Loft,Finland,Holtfurt,Nancy Extensions,019,8008,5,5,2022
1692,Condo,Slovakia (Slovak Republic),East Hannah,Holloway Harbors,61618,8046,3,10,2008
1693,Condo,Armenia,Jonesport,Tyler Valleys,9591,15357,1,5,2009
1694,Apartment,Saint Martin,Davidstad,Megan Drives,21162,5922,1,7,2001
1695,House,Aruba,East Robertmouth,Toni Ridge,3314,10374,4,9,2003
1696,House,Papua New Guinea,North Reginashire,Perez Rue,2323,7266,5,2,2000
1697,Studio,Tokelau,New Cynthia,Michael Loaf,658,3957,6,5,2018
1698,Penthouse,San Marino,Port Jefferyburgh,Morris Dam,660,13535,5,7,2001
1699,Loft,Tokelau,Port Veronica,Roberson Trail,1307,11673,1,5,2006
1700,Penthouse,Congo,Michaelburgh,Rice Cliffs,8706,11567,5,7,2008
1701,Penthouse,Nigeria,South Richardfort,Lambert Turnpike,424,19601,3,2,2008
1702,Condo,Turkey,Austinland,Melissa Key,79249,1041,10,3,2000
1703,Apartment,Mauritius,West Haleytown,Robinson Springs,7883,10866,5,2,2013
1704,Condo,Canada,New Jeffreychester,Gonzalez Plains,0562,5181,5,3,2017
1705,Villa,Trinidad and Tobago,Arthurton,Thomas Inlet,923,12638,1,6,2016
1706,House,Korea,Fosterville,Michelle Mountains,162,5405,6,4,2013
1707,Loft,Belize,Chelseaview,Daniels Flats,3316,1352,1,8,2016
1708,House,Mali,East Allison,Anderson Stravenue,88300,9837,6,7,2000
1709,Condo,Chile,West Jeremy,Linda Glens,73881,16513,3,4,2020
1710,Condo,Timor-Leste,Daviston,Marc Camp,566,7735,1,7,2017
1711,Studio,Syrian Arab Republic,West Dawn,Alexander Isle,05866,3690,5,10,2005
1712,Condo,Cocos (Keeling) Islands,Bradytown,Miller Place,433,15888,2,2,2008
1713,Cottage,Cook Islands,Ryanberg,Baker Meadows,279,7990,9,1,2006
1714,Villa,Azerbaijan,West Robert,Linda Crossroad,451,7079,4,9,2009
1715,Cottage,Russian Federation,Fowlerville,Calvin Union,031,9161,5,8,2008
1716,Loft,French Polynesia,Jenniferport,Lopez Vista,783,19334,10,7,2004
1717,Cottage,Grenada,East Ray,Dawn Vista,032,9690,8,4,2017
1718,Penthouse,Guam,South Brooke,Henson Trace,5898,15008,8,9,2004
1719,Villa,Philippines,Lefurt,Shaw Orchard,13228,6968,9,1,2001
1720,Townhouse,Georgia,West Katrinashire,Price Square,07536,10555,6,2,2000
1721,Villa,Oman,Candacemouth,Ponce Walks,926,11595,1,1,2003
1722,Apartment,Albania,Kimberlyland,Chandler Pines,62835,6244,2,10,2012
1723,House,Maldives,Lake Heather,Eric Ranch,12524,7176,3,4,2008
1724,Villa,Moldova,South Philiphaven,Kristina Shoal,9573,698,7,2,2011
1725,Apartment,El Salvador,Jillview,Johnston Prairie,07803,13969,4,1,2000
1726,Apartment,United Kingdom,West Jacobmouth,Holly Walk,327,12886,8,1,2001
1727,Cottage,Ireland,Port Brandy,Scott Trail,705,19376,8,6,2021
1728,Duplex,Guadeloupe,Rebeccachester,Stacy Islands,756,18894,4,2,2002
1729,Duplex,Dominica,Rodriguezchester,Reed Locks,6736,7454,7,4,2005
1730,Studio,Greece,East Chase,Ramsey Corner,20863,1334,6,7,2009
1731,Duplex,Andorra,Amyport,Anderson Shores,87657,13605,8,7,2012
1732,Cottage,Nepal,Stewartchester,Grace Ports,42820,9094,10,4,2000
1733,Cottage,Uganda,New Cesar,Tristan Avenue,2205,14915,1,3,2022
1734,Studio,Dominican Republic,Port Cynthiamouth,Sarah River,689,2696,1,2,2015
1735,House,Belgium,North Justin,Cindy Track,708,17850,6,2,2011
1736,Condo,North Macedonia,South Nicoletown,Teresa Well,9882,3653,5,7,2002
1737,Cottage,Congo,East Paulshire,Bonnie Extension,636,3447,9,5,2017
1738,House,Nepal,Guerreroport,Stephen Route,2590,6340,7,7,2008
1739,Villa,France,West Michele,Hunter Ports,1542,3706,8,5,2005
1740,Townhouse,Sudan,West Catherinefort,Stephanie Bridge,671,8459,10,7,2011
1741,Duplex,Finland,Schwartzfort,Aaron Forges,042,18463,10,2,2015
1742,Penthouse,Mali,East Ryanshire,Michael Lodge,33415,12481,9,4,2001
1743,Apartment,Kiribati,Lake Michael,Larson Ports,5382,13780,7,7,2021
1744,Duplex,Somalia,Josephton,Sean Greens,530,1396,6,5,2023
1745,Condo,Mongolia,Joannberg,Ballard Manors,999,2756,10,7,2012
1746,Townhouse,Chile,East Amanda,Jimenez Inlet,843,3989,7,8,2008
1747,Condo,Algeria,Fredview,Anderson Trafficway,6654,4586,1,9,2018
1748,Cottage,British Virgin Islands,Cookchester,Mark Pine,0126,17413,10,6,2013
1749,Villa,Senegal,South Amandaburgh,Amber Burgs,5828,12808,10,3,2004
1750,Apartment,Dominica,Danielville,Dawn Mill,7247,10557,3,1,2014
1751,Condo,Namibia,New Heatherborough,Brandon Spring,5160,9720,4,3,2000
1752,Townhouse,Pitcairn Islands,Lake Bethfort,Smith Ford,1533,4399,6,5,2014
1753,Studio,San Marino,New Justin,Shannon Lock,31179,13851,2,3,2005
1754,House,Uganda,Waynemouth,Jonathan Skyway,757,4579,9,6,2001
1755,Loft,Thailand,New Hunterborough,James Shoals,14557,12640,1,5,2012
1756,Studio,Sudan,Jacquelinefort,Pruitt Isle,314,16448,7,2,2008
1757,Penthouse,Mayotte,North William,Laura View,8306,14618,4,5,2006
1758,Apartment,Kazakhstan,Beckyside,Morgan Estates,33200,12621,8,8,2007
1759,Condo,Thailand,West Dianeburgh,Ashley Station,712,7040,8,3,2023
1760,Townhouse,Bangladesh,South John,Franklin Mountains,6991,359,10,1,2014
1761,Cottage,Tokelau,South Lauraside,Valdez Rapids,5629,3415,4,10,2009
1762,Condo,Saudi Arabia,Lake Fredtown,Kyle Mount,0885,15538,10,5,2014
1763,Studio,British Indian Ocean Territory (Chagos Archipelago),New Kristina,Davis Falls,995,13771,1,10,2014
1764,Apartment,Peru,South Charlesview,Ramsey Overpass,92881,14191,4,2,2009
1765,Townhouse,Botswana,Aaronfort,Ponce Inlet,5346,7813,2,5,2020
1766,Cottage,Lebanon,Timothyland,William Walks,127,3834,5,2,2011
1767,Duplex,Uruguay,Watsonburgh,Randall Land,007,7272,9,6,2023
1768,Penthouse,Bangladesh,Lake Ryanshire,Nolan Stream,76289,4689,8,10,2023
1769,Studio,Cambodia,Schultzville,Paul Pines,96358,7281,9,7,2009
1770,Villa,El Salvador,Onealtown,Meghan Forks,19863,16623,4,3,2011
1771,Villa,Marshall Islands,East Caitlin,Miller Courts,46257,13955,8,5,2009
1772,Townhouse,Switzerland,Richardsonton,Natalie Tunnel,1998,13511,8,8,2017
1773,Cottage,Nicaragua,Kevinchester,Andrew Keys,675,17272,2,10,2003
1774,Penthouse,Malawi,North Jonathan,Hampton Bypass,50653,4919,4,8,2017
1775,Apartment,Montserrat,Jasonchester,Rachel Drives,93211,3551,3,5,2010
1776,Villa,Western Sahara,Port Natalie,Jacob Extensions,39375,16000,10,8,2009
1777,Townhouse,Hong Kong,North Michelle,Porter Spurs,196,10056,6,8,2001
1778,House,Wallis and Futuna,Jonathanborough,Christina Tunnel,59107,7177,2,1,2007
1779,Loft,Ghana,Guerraport,Christensen Crossroad,841,10981,10,7,2001
1780,Loft,Montenegro,Martinezview,Betty Lock,755,1216,8,3,2009
1781,Studio,Croatia,East Jasonview,Thomas Lake,885,16495,8,10,2016
1782,Condo,Belgium,Taylorton,Middleton Flats,82388,12942,7,2,2016
1783,Cottage,Israel,Heatherfurt,Howell Shoal,6524,16437,5,10,2005
1784,Penthouse,Thailand,Thomasmouth,Roger Wells,773,2432,1,7,2007
1785,Apartment,Peru,Port Austintown,Rebecca Road,4810,6072,4,10,2020
1786,House,British Virgin Islands,Andrewborough,Burke Mountain,3500,14949,7,3,2022
1787,Townhouse,Nicaragua,New Sabrina,Lynn Tunnel,16908,19788,3,7,2022
1788,Condo,El Salvador,Port Diane,Lopez Fall,0893,7455,9,7,2000
1789,Apartment,Nepal,Johnville,Brown Lake,4835,1107,6,2,2023
1790,Studio,Guatemala,Petersfurt,Harrison Manors,22163,5636,6,7,2017
1791,Apartment,Antarctica (the territory South of 60 deg S),Alvaradoborough,Mark Village,12928,16859,5,4,2020
1792,Apartment,Netherlands,Donaldsonberg,Coleman Overpass,6218,8876,5,10,2002
1793,Villa,Netherlands Antilles,West Charles,Angela Dam,458,13194,8,3,2016
1794,Townhouse,Antigua and Barbuda,North Johnland,Hannah Causeway,637,7752,8,5,2017
1795,Condo,Gabon,Lauratown,Neal Glen,04427,13071,9,6,2000
1796,Loft,Colombia,Port Michael,Lee Valley,1512,1110,7,8,2003
1797,Condo,Bermuda,East Kevinstad,Anderson Drives,10214,18601,3,9,2005
1798,Duplex,Bosnia and Herzegovina,Burnsborough,Oscar Fords,0051,886,3,4,2002
1799,Loft,Ukraine,Lake Samuelmouth,William Throughway,8137,12083,10,10,2013
1800,Villa,Isle of Man,South Colleen,Mills Ways,565,12457,1,1,2004
1801,Penthouse,Peru,Rodneyview,Kayla Pass,514,2463,2,9,2020
1802,Penthouse,Canada,Kaylaville,Lee Loop,11995,16619,2,6,2001
1803,Studio,Liechtenstein,East Kelly,Dawn Springs,931,17020,10,4,2016
1804,Loft,Poland,Lopezland,Taylor Plains,804,12796,2,2,2018
1805,Apartment,Jamaica,Austinstad,Middleton Lodge,4480,11366,5,1,2014
1806,House,Maldives,Goodmanberg,Lopez Lights,94504,12021,6,8,2017
1807,Penthouse,Cote d'Ivoire,North Sharon,Maldonado Bypass,02240,19577,4,5,2019
1808,Villa,China,Cherylport,Evans Lane,17463,1974,5,6,2011
1809,Townhouse,New Zealand,Lake Amyton,Brandon Curve,6970,6012,6,1,2019
1810,Townhouse,Tunisia,Emilyton,Mary Knoll,7166,15842,6,3,2001
1811,Duplex,Micronesia,Martinfurt,Ashley Station,157,13528,2,4,2001
1812,Villa,Martinique,West Mark,Joseph Viaduct,5363,16366,6,6,2012
1813,Condo,Sweden,Bethanystad,Susan Parkways,8460,9931,5,5,2007
1814,Cottage,Isle of Man,Amandaville,Jones Course,3222,11462,4,4,2018
1815,Condo,French Polynesia,Philipland,Morgan Mill,37255,13306,8,1,2019
1816,Villa,Singapore,Brownfurt,Nelson Villages,0917,1500,10,10,2010
1817,Penthouse,Barbados,Port Danielchester,Nelson Club,9348,7316,5,4,2019
1818,Duplex,Mauritania,Monicashire,Oconnell Coves,51107,11106,5,1,2008
1819,Cottage,Indonesia,Samuelborough,Gina Brook,904,9468,8,4,2003
1820,Loft,Croatia,Ashleybury,Herman Valleys,5175,14046,6,2,2012
1821,Apartment,Georgia,Hillland,Amanda Station,68818,1095,6,6,2015
1822,Apartment,Puerto Rico,West Gerald,Chaney Divide,349,16868,7,5,2000
1823,House,Holy See (Vatican City State),South Markport,Adams Alley,8213,9753,10,6,2014
1824,Loft,Bahrain,Goodwinshire,David Expressway,580,12036,3,4,2013
1825,Condo,French Guiana,New Jacqueline,Eric Gardens,1462,19542,1,7,2023
1826,Studio,Kuwait,East Thomasview,David Falls,4422,15736,5,8,2002
1827,Studio,Belarus,South Frank,Margaret Court,86893,18280,7,2,2020
1828,Duplex,Niue,Matthewstown,Brown Canyon,54701,467,7,7,2009
1829,Duplex,American Samoa,West Kevin,Ray Fort,4304,14597,1,10,2003
1830,House,Singapore,North Gavinport,Serrano Roads,618,15338,2,3,2012
1831,Villa,Heard Island and McDonald Islands,Connieside,Daniel Mountains,2571,11448,7,10,2013
1832,Condo,Venezuela,Lake Kristinport,Cheryl Row,2124,18700,5,2,2006
1833,House,Northern Mariana Islands,West Hectorhaven,Kim Glen,403,14312,3,5,2006
1834,Penthouse,Mauritania,Hallville,Wendy Lodge,9830,2872,3,5,2003
1835,Apartment,Saint Kitts and Nevis,North Brittanytown,Perez Heights,834,1798,2,2,2001
1836,Penthouse,Kuwait,Ayersstad,Hunter Plains,71023,14912,7,3,2007
1837,Condo,United States of America,Daniellebury,Mitchell Overpass,20712,13065,7,8,2016
1838,Penthouse,Gambia,South George,Pennington Land,5568,13291,2,4,2007
1839,Townhouse,Malta,Russellchester,Wright Inlet,998,14049,5,8,2009
1840,Studio,Mexico,Ellishaven,Burnett Place,849,3787,6,6,2017
1841,Apartment,Germany,North Kellyland,Francis Viaduct,25278,18670,5,3,2006
1842,Duplex,Morocco,Eddiehaven,Donald Harbors,341,8388,1,4,2006
1843,Villa,Iran,Mossville,Jay Courts,606,16175,10,8,2023
1844,Condo,Botswana,North Sierra,Katherine Alley,04110,966,3,5,2006
1845,Townhouse,Cuba,Michelleville,Michael Summit,21569,924,4,7,2005
1846,Villa,Chad,South Cherylmouth,Anthony Streets,0768,10557,10,3,2008
1847,Apartment,Morocco,Andrewland,Nicole Hills,765,19303,8,7,2002
1848,Townhouse,Mali,East Wendy,Bowen Camp,031,1593,7,9,2021
1849,Penthouse,Saint Lucia,Lake Dalton,Stephanie Underpass,73196,12393,8,3,2008
1850,Studio,Hong Kong,West Christina,Mason Neck,2636,2146,10,2,2017
1851,Penthouse,Greenland,North Wesley,Wilkerson Vista,9199,2417,7,9,2002
1852,Villa,French Guiana,Adamland,King Keys,235,6761,2,1,2015
1853,Condo,Central African Republic,South Patricia,Richard Streets,0318,2965,3,1,2001
1854,Duplex,Guinea,Benjaminstad,Morris Skyway,99102,16861,2,3,2021
1855,Penthouse,Poland,New Lisastad,Brandi Highway,0426,7759,7,3,2005
1856,House,Eritrea,North Roberthaven,Sutton Unions,519,18367,1,10,2016
1857,Condo,Cape Verde,North Nicole,Sierra Point,3893,18986,5,1,2003
1858,Studio,Spain,Ingramland,Patrick Isle,70907,9655,5,3,2001
1859,Apartment,Liberia,East Daniel,Stevenson Fields,346,9406,1,2,2009
1860,Apartment,Turks and Caicos Islands,Robertsland,George Light,259,693,7,9,2006
1861,Studio,Jamaica,Wrightfurt,Little Rest,435,5399,8,10,2013
1862,Penthouse,British Virgin Islands,East Scott,Christopher Shores,928,8053,7,3,2010
1863,Apartment,Finland,Reneemouth,Alicia Glen,3287,11769,9,3,2006
1864,Apartment,Seychelles,Maryport,Knight Park,32109,4102,3,8,2002
1865,Villa,Western Sahara,Curtisfort,Graham Avenue,0492,15115,8,3,2003
1866,Villa,Peru,Port Marilynfort,Anderson Stream,3880,14636,3,5,2020
1867,Villa,Guam,Fernandezfurt,Jorge Forks,535,2872,4,7,2014
1868,Villa,Vietnam,South Erin,Annette Meadow,9451,16279,9,4,2022
1869,Condo,Malaysia,New Christopher,Amy Fords,779,12187,2,6,2013
1870,Duplex,Gibraltar,Johnchester,Miller Mission,9027,13801,7,2,2002
1871,Condo,Austria,Port Davidfort,Nicole Plains,9891,16482,8,7,2005
1872,Penthouse,Indonesia,New Sarahshire,Monique Ridge,63285,11583,8,9,2003
1873,Loft,Ethiopia,Kaylachester,King Trafficway,906,1228,5,3,2000
1874,Condo,Eritrea,East Rebeccatown,Williams Estates,8978,16323,7,2,2003
1875,Duplex,Palau,Bobbybury,Hill Roads,753,7455,8,2,2012
1876,House,New Zealand,Parsonsbury,Alan Spring,9009,2961,6,9,2009
1877,House,Burkina Faso,Nicholsonview,Gina Wall,6608,18245,7,9,2011
1878,Apartment,Congo,South Juan,Brittany Spurs,584,13868,1,4,2015
1879,Apartment,North Macedonia,Lake Christinamouth,Brock Crossing,350,13244,2,6,2015
1880,Studio,Myanmar,Shaneview,Dudley Port,82195,11188,8,6,2013
1881,Villa,France,Richardton,William Ridge,7489,589,7,10,2013
1882,Villa,Netherlands,New Kimberlyburgh,Brian Track,09785,15819,3,5,2007
1883,Duplex,Estonia,Port Jodiport,Steve Lights,31930,1421,3,5,2021
1884,Apartment,Korea,New Katelynhaven,Stephen Neck,6742,10737,6,8,2000
1885,House,North Macedonia,Port Andrea,Katherine Prairie,2219,15662,5,10,2005
1886,Condo,Svalbard & Jan Mayen Islands,Christopherburgh,Kent Harbors,17879,16044,4,4,2018
1887,Villa,Bahamas,Guerrastad,Barnes Mews,879,16949,8,3,2001
1888,Penthouse,Guinea-Bissau,New Kevinland,James Place,317,18096,10,1,2023
1889,Cottage,Taiwan,North Justin,Becker Passage,74330,18520,8,9,2002
1890,Duplex,Sudan,Maryberg,Morris Lodge,942,16132,7,10,2018
1891,Cottage,United States Virgin Islands,East Robertville,Taylor Gardens,223,14877,9,4,2002
1892,Penthouse,Sao Tome and Principe,Priceton,Smith Station,750,18670,10,7,2020
1893,Condo,Lao People's Democratic Republic,Sullivanhaven,Christopher Ridges,3028,17742,3,4,2005
1894,Duplex,French Polynesia,East Richardchester,Young Isle,32995,1831,2,8,2015
1895,Studio,Montenegro,East Micheletown,James Islands,44780,2981,6,3,2019
1896,Townhouse,Mauritius,Lake Brandon,Johnny Mill,554,6414,2,4,2013
1897,Condo,Malawi,Eddieberg,Lee Canyon,27302,13012,2,5,2021
1898,House,Kuwait,East Stevenstad,Amber Gardens,237,3365,10,2,2009
1899,Loft,Sierra Leone,West Stanley,Myers Estates,45935,771,5,2,2007
1900,Villa,British Virgin Islands,North Danielside,Beasley Ferry,801,10830,7,2,2022
1901,Apartment,Chad,Rebeccaport,Sherry Summit,368,17764,3,10,2018
1902,Villa,Pakistan,Lake Timothy,Boyd Shores,1139,10769,6,4,2013
1903,Townhouse,Micronesia,Port Zachary,Garcia Forges,09460,6407,6,7,2002
1904,Duplex,Czech Republic,Davisview,Cooley Coves,90052,699,7,1,2018
1905,Studio,Brazil,Mistyville,Ross Brooks,69938,8584,9,4,2008
1906,Condo,Panama,Lake Kevinville,Mcdonald Isle,931,7697,9,7,2019
1907,Cottage,Angola,North Melissa,Keith Lodge,173,6672,7,3,2022
1908,Apartment,Bahamas,South Cassandrabury,Harris Expressway,474,2037,9,3,2019
1909,Condo,Israel,Lake Erica,Fry Creek,82282,16382,1,4,2023
1910,Duplex,Paraguay,Murphyfort,Graham Curve,0433,1225,9,2,2022
1911,Cottage,Turkey,Port Kaitlinland,Lopez Knolls,5865,8416,7,8,2021
1912,Studio,South Africa,Brendanmouth,Jasmine Stravenue,40221,8021,1,7,2010
1913,Cottage,Taiwan,Shelbyhaven,Davis Ford,33070,1249,7,4,2008
1914,House,Saint Barthelemy,Hardyfort,Bradley Point,6965,9478,6,3,2009
1915,Duplex,Guadeloupe,Conleyview,Shannon Lane,97941,3987,5,9,2006
1916,Condo,Chile,West Jonathanmouth,Erin Avenue,12160,6317,1,9,2012
1917,Penthouse,Djibouti,New Carolyn,Benson Inlet,6388,11717,8,7,2014
1918,Loft,United Arab Emirates,Lake Ashleyland,Lee Vista,21676,5230,5,5,2019
1919,Penthouse,Iran,West Danielfort,Thomas Neck,705,13309,4,2,2016
1920,House,Croatia,Bakermouth,Jillian Square,104,3007,3,5,2002
1921,Condo,Saint Barthelemy,New Debra,Flores Fort,860,2927,3,9,2015
1922,Villa,Pakistan,Natalieburgh,Mccall Wall,51976,1590,10,3,2011
1923,Cottage,Sweden,Veronicabury,Jaclyn Trail,6684,4289,4,5,2001
1924,Studio,Togo,South Dawn,Lucas Street,7072,5584,3,8,2017
1925,Duplex,Panama,North Keith,Richards Corners,99291,17509,7,9,2015
1926,Duplex,Netherlands Antilles,Port Lisaburgh,Edward Corners,6936,7559,6,5,2004
1927,Duplex,Malawi,Cherylmouth,Johnny Station,1370,5099,4,1,2002
1928,House,Bolivia,New Cheryl,Benjamin Lakes,55285,3688,6,8,2004
1929,Cottage,Dominica,West Sarashire,Wright Flat,75539,1187,1,4,2000
1930,Cottage,Faroe Islands,South Anthony,Brian Corner,65523,10433,8,6,2019
1931,House,North Macedonia,North Darrell,Daniels Circles,2574,8841,9,5,2004
1932,Condo,Senegal,New Anthonychester,Cherry Club,0485,12213,5,5,2009
1933,Duplex,Poland,Candicemouth,Henderson Heights,980,12468,6,2,2000
